fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2019-2020,Jan,18,MAHARASHTRA,1835,PALGHAR,1784850,193.028103629175,36,273,419.950676407,7566,13,27862,1647895,6974,1458,1540476,292044,256.05271,3856.903854707,45005,88796,88636,318992,3446,214917,603160,35428,3180.9004683,853410,74,52.11,58.34,99.96,NA
2019-2020,April,18,MAHARASHTRA,1802,THANE,69757,156.100793738635,17,8,0.012,387,238,5987,37947,1359,3909,17198,40587,0,59.2475682,2114,3466,32120,101587,7,103395,276294,6374,59.2355682,17608,67,52.63,70.61,101.86,NA
2019-2020,April,18,MAHARASHTRA,1813,SOLAPUR,95636,180.207132497381,15,8,0,885,643,7814,61088,12091,17084,651,1952,0,110.0849331,3871,6279,42748,101365,2,358573,677236,8699,110.0849331,26278,93,85.27,65.53,99.95,NA
2019-2020,April,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,418055,172.078828244017,20,112,0,404,426,14363,251409,10529,17871,4424,6782,0,432.6216613,12354,19012,87143,243642,46,485458,1073654,14767,432.6216613,102019,81,86.62,92.57,99.98,NA
2019-2020,April,18,MAHARASHTRA,1818,BEED,487433,127.255379946069,30,61,0,912,603,25564,607073,13336,13647,1753,1716,0,772.5330527,19774,49212,119231,359027,807,370158,969730,26476,772.5330527,259481,49,90.65,93.67,103.47,NA
2019-2020,April,18,MAHARASHTRA,1828,BHANDARA,978489,96.6793424937338,12,1148,0,1133,142,23519,278081,57670,74751,23113,38845,0,268.8468824,22626,36137,158538,483471,1,224924,624252,24652,268.8468824,158172,84,64.79,25.74,100,NA
2019-2020,April,18,MAHARASHTRA,1830,GADCHIROLI,639346,131.958448291634,13,116,0,1354,110,13807,295165,39538,43216,119320,181500,0,389.4951539,21777,40401,121925,409961,6,182942,561494,15161,389.4951539,146739,61,69.59,72.6,102.35,NA
2019-2020,April,18,MAHARASHTRA,1833,GONDIA,1587195,76.3764319608877,14,114,0,625,94,31520,730205,74188,55377,96924,94008,0,557.704525,50369,76721,194069,587551,4,273655,761646,32145,557.704525,436850,67,78.5,65.05,100.35,NA
2019-2020,July,18,MAHARASHTRA,1807,DHULE,1872115,207.516189663629,39,40,1021.88508,980,51,28278,1017359,48665,22404,178044,100805,27.6255,3160.695212,25953,47639,112301,335171,1797,274719,719380,29258,2111.184632,403136,88,90.47,88.84,99.95,NA
2019-2020,July,18,MAHARASHTRA,1811,SATARA,471290,203.106958663258,23,107,222.740512275,1507,52,14157,256624,38090,16384,2629,1061,15.16387,759.125583875,11141,17692,62690,141523,147,291006,574565,15664,521.2212016,122472,84,59.75,48.52,100.02,NA
2019-2020,July,18,MAHARASHTRA,1814,KOLHAPUR,227669,196.573598408498,19,21,40.624560563,1659,300,7253,152309,52437,26917,295,417,4.48311,344.506952563,7826,14128,38188,93946,32,231416,439099,8912,299.399282,69910,94,84.68,29.62,100.05,NA
2019-2020,July,18,MAHARASHTRA,1819,NANDED,1511554,197.179645640697,38,35,640.43468882,3188,112,23106,1321794,251203,73317,123357,32095,24.93274,3271.67615412,34507,58681,109773,333428,2952,411449,1109692,26294,2606.3087253,624637,73,69.31,84.31,99.91,NA
2019-2020,July,18,MAHARASHTRA,1827,NAGPUR,987844,193.711529314736,28,180,213.101453016,4154,43,9010,632924,122114,32844,78802,27199,34.69921,1473.847422816,22347,30798,79286,195333,665,186069,404093,13164,1226.0467598,213294,73,52.73,74.72,100.04,NA
2019-2020,June,18,MAHARASHTRA,1803,RAIGAD,101402,196.805093544911,24,5,5.729266,371,536,4638,51045,2870,1946,13533,8832,3.11459,109.303016,2075,3795,16248,38439,57,110649,223615,5009,100.45916,25166,17,47.3,82.42,114.26,NA
2019-2020,June,18,MAHARASHTRA,1807,DHULE,1638101,197.690224518268,37,38,1016.88265,728,66,27772,907454,41979,22418,155960,100796,27.6255,2838.456,24265,44518,112229,335066,1402,274286,718666,28500,1793.94785,359608,87,90.39,90.02,99.95,NA
2019-2020,June,18,MAHARASHTRA,1808,JALGAON,932439,180.398583488401,22,36,682.954929861,2783,210,26923,505693,49938,32537,50453,39112,93.23944,1688.457378661,22855,36338,131711,340712,222,420430,923089,29706,912.2630088,182815,77,85.39,56.54,99.99,NA
2019-2020,June,18,MAHARASHTRA,1816,JALNA,674004,195.97212773439,25,102,804.57587824,4292,140,19709,702442,31096,13919,5628,2485,33.61705,2214.78346174,27137,53496,91760,283751,666,301688,804253,24001,1376.5905335,348538,39,75.65,86.36,99.31,NA
2019-2020,June,18,MAHARASHTRA,1817,PARBHANI,446298,193.824567328436,25,35,7.78468,787,212,14779,375458,35238,19769,3756,1572,35.67329,771.187814,14614,26030,66399,180797,359,232445,552790,15566,727.729844,142480,86,91.73,88.55,104.57,NA
2019-2020,June,18,MAHARASHTRA,1819,NANDED,1322610,184.35914675011,34,33,428.508113666,2700,150,22844,1104776,206500,73318,105883,32090,24.93274,2490.196460766,31849,54028,109713,333348,2248,411218,1109345,25544,2036.7556071,520223,73,71.06,84.7,99.93,NA
2019-2020,June,18,MAHARASHTRA,1820,Dharashiv,748375,203.830189936545,31,75,143.02805711,369,68,16148,465208,47464,26226,2978,1533,30.02951,1121.29191711,14748,25497,65065,183437,517,235284,576016,16517,948.23435,193232,63,92.69,93.75,99.88,NA
2019-2020,June,18,MAHARASHTRA,1821,LATUR,852567,189.686631807751,25,23,281.864427857,2939,92,14096,362987,95499,60094,4002,4066,35.25934,1005.661582057,14230,24380,87674,249337,430,240250,610870,17035,688.5378142,158558,69,73.7,61.76,100.08,NA
2019-2020,June,18,MAHARASHTRA,1827,NAGPUR,864363,179.837386945402,24,152,76.5167643,3000,73,9277,463714,89038,32790,57470,27159,33.01334,943.4612448,19111,26328,78941,194841,174,185309,402915,12277,833.9311405,160496,71,57.14,74.59,100.05,NA
2019-2020,Oct,18,MAHARASHTRA,1803,RAIGAD,159346,195.499841469789,26,20,72.5104319,595,197,5415,116697,5439,2010,29068,9264,21.83353,322.4864119,4404,8349,17144,40486,157,112265,226921,6010,228.14245,52625,17,28.85,88.69,111.1,NA
2019-2020,Oct,18,MAHARASHTRA,1805,SINDHUDURG,367910,204.355210083536,22,153,171.485981094,2266,14,18064,270302,15521,3805,1286,273,60.63956,784.501761054,11765,20239,33012,75841,183,89864,178131,20330,552.37621996,110265,27,50.01,68.38,108.93,NA
2019-2020,Oct,18,MAHARASHTRA,1810,PUNE,414819,222.91953317721,38,27,231.26610608,2929,575,8709,287381,33476,10028,20308,11309,44.46942,916.363909719999,7394,13314,36810,96404,522,232007,540994,11638,640.628383639999,139813,77,72.73,56.54,109.09,NA
2019-2020,Oct,18,MAHARASHTRA,1812,SANGLI,514715,203.824735085485,33,33,533.0227421,2717,132,8583,435046,35129,8938,779,345,61.4145,1481.1685991,13133,20516,53746,116122,846,218750,418829,11300,886.731357,178899,81,50.81,57.03,104.92,NA
2019-2020,Oct,18,MAHARASHTRA,1813,SOLAPUR,350665,203.380146238095,31,44,142.73578,2933,30,9548,501169,61041,17163,7798,1964,99.82602,1261.8400451,15894,26673,44135,103524,884,362693,684069,12481,1019.2782451,203125,95,88.49,68.89,100.35,NA
2019-2020,Oct,18,MAHARASHTRA,1814,KOLHAPUR,313045,206.709487575622,22,24,73.844706563,2522,253,6686,207777,71971,26931,434,417,54.43578,557.775258563,9268,17039,38275,94125,74,231980,440602,9208,429.494772,93081,94,86.5,26.37,100.05,NA
2019-2020,Oct,18,MAHARASHTRA,1817,PARBHANI,701326,221.879029822173,29,45,475.748874922,2835,141,13633,564144,56792,19782,4833,1572,100.87778,1828.343888922,19140,34469,66607,181157,722,233797,555295,16468,1251.717234,214890,85,84.28,85.74,103.6,NA
2019-2020,Oct,18,MAHARASHTRA,1822,BULDHANA,1643038,211.399590377164,29,84,928.044873386,4323,46,13820,1151303,140268,35183,38334,8069,162.32776,3524.222459386,39040,54807,116075,292752,1639,334090,784895,18143,2433.849826,395591,76,62.53,76.39,99.95,NA
2019-2020,Oct,18,MAHARASHTRA,1826,WARDHA,1041539,198.734429165564,52,83,514.7318663,4189,26,10410,668679,107705,17164,79981,14389,171.18562,2014.8128799,12730,22873,47968,124027,2111,156004,324689,14599,1328.8953936,183366,62,60.05,79.91,100.37,NA
2019-2020,Oct,18,MAHARASHTRA,1830,GADCHIROLI,2344270,203.668698875066,24,317,995.723285961,8252,12,10928,1262207,192002,43121,486523,181194,245.60653,3812.050389971,52205,101998,122116,409121,781,183739,561529,19180,2570.72057401,617282,63,73.19,66.21,103.5,NA
2019-2020,Oct,18,MAHARASHTRA,1832,WASHIM,1701473,220.22746557321,31,113,489.7024505,4049,21,10079,608102,85178,26592,26821,8189,125.27199,1954.1820632,19373,31370,77689,193531,1269,197529,436741,14128,1339.2076227,256206,68,49.94,79.44,104.99,NA
2019-2020,Oct,18,MAHARASHTRA,1834,HINGOLI,1201194,215.49724486622,35,14,1122.61648878,1548,17,8959,913070,180713,41040,199831,38978,176.87496,3267.13214248,25664,43849,62247,178477,1394,165158,428525,10507,1967.6406937,372479,77,84.13,95.01,100.26,NA
2019-2020,Oct,18,MAHARASHTRA,1835,PALGHAR,1402382,212.9830334058,31,210,352.040993366,5373,52,25660,977914,4352,1441,913792,291552,222.61129,2657.443184666,31249,60219,88118,318200,1604,213653,600982,31033,2082.7909013,497711,72,50.5,59.24,99.98,NA
2019-2020,Nov,18,MAHARASHTRA,1804,RATNAGIRI,723931,197.2218639609,25,158,349.83845,3768,36,25622,671307,56791,10997,3549,1183,198.64296,1872.4455883,26106,48148,51555,123526,704,172526,353712,29390,1323.9641783,311703,80,93.9,89.08,111.42,NA
2019-2020,Nov,18,MAHARASHTRA,1813,SOLAPUR,382544,200.105292645412,32,47,142.73578,3850,17,8838,554579,66447,17176,8672,1976,125.22266,1377.7003709,17146,28854,44258,103694,977,363062,684629,12688,1109.7419309,223377,95,88.85,66.57,100.31,NA
2019-2020,Nov,18,MAHARASHTRA,1816,JALNA,1155435,208.093851008246,30,130,1275.89220394,9814,66,16464,1075630,44907,13896,8158,2457,228.07209,3742.28418354,35415,71647,91838,283286,1484,302751,805833,26278,2238.3198896,519385,41,70.31,87.25,99.24,NA
2019-2020,Nov,18,MAHARASHTRA,1821,LATUR,1461544,206.627571882091,34,45,803.980802177,7944,29,11354,806077,221136,60022,9383,4059,157.14291,2626.701044777,23668,40992,87892,249505,1431,242312,614380,19298,1665.5773326,359149,70,68.89,55.89,100.01,NA
2019-2020,Nov,18,MAHARASHTRA,1822,BULDHANA,1792405,208.478236894178,30,88,932.983063386,5095,46,13639,1267967,152633,35201,40750,8069,181.41124,3757.829549386,41424,58293,116139,292821,1928,334395,785385,18734,2643.435246,429867,77,62.64,75.74,99.95,NA
2019-2020,Nov,18,MAHARASHTRA,1830,GADCHIROLI,2557385,202.932613889774,24,323,1002.331915961,8605,9,11311,1306184,203632,43090,501975,181186,257.96498,3910.970229371,52991,103626,122187,409086,880,184017,561817,19916,2650.67333341,634237,65,73.17,65.36,103.47,NA
2019-2020,Nov,18,MAHARASHTRA,1832,WASHIM,1856152,214.533355798073,33,120,489.7024505,4293,19,9956,682106,94375,26589,30401,8188,173.53865,2126.5859924,20468,33296,77683,193503,1422,197517,436714,14249,1463.3448919,284845,68,48.91,79.95,105.57,NA
2019-2020,May,18,MAHARASHTRA,1812,SANGLI,280754,160.107028303684,21,12,141.66893,642,345,9220,131255,8279,8880,256,344,12.15974,363.97715,6090,9338,53341,115506,77,214251,412512,9862,210.14848,54425,79,52.92,51.32,103.16,NA
2019-2020,May,18,MAHARASHTRA,1816,JALNA,577717,151.381144734905,20,66,18.1448,2567,300,20874,434712,22169,13933,3395,2485,27.4703,703.687101900001,20758,40180,91616,283681,257,301144,803388,23441,658.072001900001,220238,39,77.29,88.64,99.46,NA
2019-2020,May,18,MAHARASHTRA,1817,PARBHANI,382541,181.085582214109,21,29,6.51852,641,258,14640,260746,26259,19747,2968,1572,20.83705,499.5289822,12048,21215,66343,180670,150,232148,552182,15281,472.1734122,98401,86,93.14,89.26,103.14,NA
2019-2020,Jan,18,MAHARASHTRA,1805,SINDHUDURG,468250,192.405763141192,29,184,234.857131639,3569,9,17455,452185,21551,3819,1932,270,105.14346,1210.030591699,15322,26648,33381,76506,551,90916,179923,21024,870.030000060001,185259,28,50.64,68.3,110.08,NA
2019-2020,Jan,18,MAHARASHTRA,1823,AKOLA,1377601,196.81366346022,29,2318,669.52932942,11368,17,17343,1101011,220008,34596,49477,7792,110.64305,2947.11246362,37134,54838,73410,173476,1617,218386,456829,28711,2166.9400842,398723,85,81.43,51.64,100.26,NA
2019-2020,Jan,18,MAHARASHTRA,1824,AMRAVATI,6970594,195.724494053358,63,759,1691.165381685,22180,10,40368,5590550,736326,53675,1624772,130501,691.44231,13324.683393985,88362,170907,158068,479333,17193,354268,897804,62548,10942.0757023,1940521,79,68.28,80.37,113.29,NA
2019-2020,Jan,18,MAHARASHTRA,1832,WASHIM,2165511,215.282312734359,36,124,489.7024505,4595,16,9771,811788,113870,26576,36609,8183,181.49256,2418.8309914,22243,36225,77681,193455,1647,197569,436730,14366,1747.6359809,334469,68,48.78,78.93,105.18,NA
2019-2020,Oct,18,MAHARASHTRA,1802,THANE,255775,213.638307526721,30,14,234.182493997,2223,87,5588,146797,4938,3930,60505,40672,42.44675,590.243870297,4742,8264,32285,101984,271,103800,277100,7811,313.6146263,64733,73,60.32,77.53,103.02,NA
2019-2020,Oct,18,MAHARASHTRA,1804,RATNAGIRI,663604,199.090166068787,23,136,331.45239,3423,45,25591,548327,49906,10994,2610,1183,193.6635,1616.7810249,23692,43527,51445,123339,452,172149,353027,29014,1091.6651349,255490,79,93.15,88.3,113.98,NA
2019-2020,Oct,18,MAHARASHTRA,1808,JALGAON,1465261,206.496749577635,26,79,1436.411537129,8455,114,24578,853526,92693,32598,96375,39183,264.95176,3463.866743929,31912,51237,132249,341597,810,422697,926655,33033,1762.5034468,308534,78,85.53,51.05,100.06,NA
2019-2020,Oct,18,MAHARASHTRA,1823,AKOLA,1082401,199.45314538641,27,1861,545.5941582,5741,47,19868,707150,143971,34631,32876,7790,98.20565,2054.2327258,26062,38366,73166,173199,1135,217135,454991,25609,1410.4329176,272453,84,77.08,61.06,99.97,NA
2019-2020,Oct,18,MAHARASHTRA,1827,NAGPUR,1358285,197.170821070394,37,216,305.843852901,5793,34,8252,1059629,202766,33027,132209,27290,140.76905,2535.892102501,28337,39414,80076,196557,2152,187956,407261,14045,2089.2791996,335981,74,46.65,76.94,100.03,NA
2019-2020,April,18,MAHARASHTRA,1807,DHULE,702043,145.399849540262,21,24,0,155,159,24819,376845,15755,22419,63497,100823,0,547.932063,17210,30826,112021,334773,72,272896,716453,24974,547.932063,147125,86,89.84,88.96,99.96,NA
2019-2020,April,18,MAHARASHTRA,1810,PUNE,113133,192.31697282159,18,7,0,729,1067,8721,47133,5121,9904,4071,11293,0,90.6447588,2567,4337,36225,95337,14,228131,532824,9450,90.6447588,22020,74,79.76,52.25,102.45,NA
2019-2020,April,18,MAHARASHTRA,1819,NANDED,566833,132.687919783496,21,22,0,355,776,24378,308540,53687,73305,26595,32085,0,409.3953077,14314,24732,109568,333167,106,410983,1109220,24733,409.3953077,148859,72,67.28,90.42,99.93,NA
2019-2020,April,18,MAHARASHTRA,1824,AMRAVATI,1493699,108.578669699567,21,300,2.46791,2737,85,46816,773517,97491,53677,261262,130333,0,842.3423785,35306,65501,156643,477849,165,349051,889774,49553,839.8744685,306500,76,77.87,77.46,117.59,NA
2019-2020,April,18,MAHARASHTRA,1825,YAVATMAL,626043,145.212333123268,17,100,0,722,496,38344,320536,25276,39774,50549,70118,0,465.457804099998,17944,27658,165530,425129,43,446041,1042097,39066,465.457804099998,143732,70,65.86,79.65,99.91,NA
2019-2020,April,18,MAHARASHTRA,1827,NAGPUR,370441,138.807504933015,16,67,0,620,215,9846,134806,26753,32592,17122,27036,0,187.1208451,8350,11047,78072,193523,5,183607,400260,10466,187.1208451,47701,71,69.4,70.79,100,NA
2019-2020,April,18,MAHARASHTRA,1834,HINGOLI,327598,159.681552996157,16,6,0,140,209,7444,198571,37972,41008,38437,38933,0,317.0812566,12311,20752,61513,177224,16,163756,426473,7584,317.0812566,77675,74,87.99,98.79,99.89,NA
2019-2020,Feb,18,MAHARASHTRA,1805,SINDHUDURG,568589,194.71759823266,31,197,237.912201639,3796,9,17434,518972,23677,3819,2102,270,108.54793,1356.989945539,16376,28658,33439,76623,764,90973,180039,21230,1010.5298139,212484,29,49.99,67.75,111.75,NA
2019-2020,Feb,18,MAHARASHTRA,1806,NASHIK,2743797,202.417530089249,33,487,917.75433166,18221,40,24434,2017498,62602,13286,949540,203420,278.81291,5280.33686286,60200,105552,149804,458504,2345,433084,1143535,42655,4083.7696212,728968,83,71.54,38.37,100.33,NA
2019-2020,Feb,18,MAHARASHTRA,1807,DHULE,3978245,206.628719815437,38,84,3332.9033794,10288,22,29515,1849124,84145,22386,507453,100700,196.40003,7350.1246584,48019,90040,112997,336017,3021,288984,738237,39803,3820.821249,729690,90,91.98,69.97,99.98,NA
2019-2020,Feb,18,MAHARASHTRA,1811,SATARA,1001492,198.539455317242,33,190,385.824309275,6011,14,13192,687189,81030,16434,5732,1060,112.53702,1862.702626875,20538,34682,63546,143132,1162,295526,582972,19203,1364.3412976,315370,85,65.47,50.78,100.5,NA
2019-2020,Feb,18,MAHARASHTRA,1812,SANGLI,795469,197.677386681779,38,40,619.1276791,4704,61,7460,677583,55411,8877,1256,345,95.12781,2053.6838561,17687,27939,53801,116057,1459,220552,421229,12164,1339.428367,272129,82,52.01,51.61,104.01,NA
2019-2020,Feb,18,MAHARASHTRA,1816,JALNA,1636866,207.216656929454,33,140,1582.78778234,12333,26,15084,1332688,53941,13820,9986,2440,290.86111,4635.20041324,39790,81096,91655,282009,2169,310628,819099,27417,2761.5515209,632826,42,70.97,86.52,99.13,NA
2019-2020,Feb,18,MAHARASHTRA,1818,BEED,2762123,212.270210763131,63,114,2382.2269576,10094,170,19708,2872324,75704,13672,7732,1713,325.09422,8804.4093862,45094,112076,119952,362447,7867,375990,987594,29802,6097.0882086,1236687,52,90.36,91.76,103.68,NA
2019-2020,Feb,18,MAHARASHTRA,1820,Dharashiv,1817483,209.396731565423,44,127,1859.870070666,5570,22,13908,1141008,120719,26234,6596,1540,169.53281,4418.636339566,25606,45390,65428,184053,2601,239826,583967,19478,2389.2334589,475345,66,89.41,89.58,99.62,NA
2019-2020,Feb,18,MAHARASHTRA,1821,LATUR,2070521,202.06005451931,38,67,947.067621277,11665,21,9276,1116852,297068,59958,12843,4053,187.86025,3391.639631377,28826,50245,87995,249543,2045,244539,617280,20941,2256.7117601,498394,71,63.71,54.4,99.99,NA
2019-2020,Feb,18,MAHARASHTRA,1830,GADCHIROLI,3622963,187.073565721987,28,391,1002.331915961,10387,5,12899,1921039,287146,42995,826698,180950,306.66349,4902.751562171,67246,138703,122446,408612,1803,185280,562953,23286,3593.75615621,921633,65,77.7,65.96,103.18,NA
2019-2020,Feb,18,MAHARASHTRA,1835,PALGHAR,2167317,193.47747139764,42,311,430.878466407,7640,13,29291,2165643,8507,1461,2030383,292125,285.3385,4906.248282307,50805,101751,88765,319108,5281,215319,603549,36931,4190.0313159,1147275,74,51.84,55.93,99.96,NA
2019-2020,Nov,18,MAHARASHTRA,1802,THANE,279027,211.737865826289,31,15,234.360093997,2370,79,5671,160404,5437,3933,66525,40704,47.36074,621.356840297,5154,9121,32320,102073,292,103886,277281,8041,339.6360063,69720,74,61.55,77.34,103.19,NA
2019-2020,Nov,18,MAHARASHTRA,1808,JALGAON,1598467,202.366530698083,27,90,1672.771883212,10914,99,23265,958138,104364,32615,108966,39200,305.5161,3917.238613112,34974,56061,132517,342091,966,424225,929008,34179,1938.9506299,343728,79,85.7,49.4,100.05,NA
2019-2020,Nov,18,MAHARASHTRA,1812,SANGLI,561508,197.417886525524,34,36,578.6013891,3180,117,8340,485466,39873,8938,901,345,65.97125,1602.9693561,14254,22333,53819,116232,961,218992,419222,11520,958.396717,198923,81,51.26,56,104.57,NA
2019-2020,Nov,18,MAHARASHTRA,1814,KOLHAPUR,341503,198.988820693044,23,30,80.747900746,2761,229,6668,240158,80960,26932,519,417,55.87167,614.507142746,10231,18913,38351,94261,103,232328,441366,9429,477.887572,106599,94,86.54,25,100.05,NA
2019-2020,Nov,18,MAHARASHTRA,1817,PARBHANI,765083,213.454783867708,31,45,478.901014922,4247,130,12324,625404,61001,19781,5239,1571,172.56057,1986.416341422,20027,36162,66628,181191,881,234070,555779,16571,1334.9547565,238081,85,76.52,86.84,103.35,NA
2019-2020,Nov,18,MAHARASHTRA,1818,BEED,1949734,220.129959794227,59,97,1638.9488076,7738,212,21087,2343942,59118,13655,6561,1713,177.30957,6975.9769598,39146,96988,119690,361215,6304,373547,981394,28825,5159.7185822,1007922,51,91.15,93.14,104.68,NA
2019-2020,Nov,18,MAHARASHTRA,1819,NANDED,2267331,201.277516715828,43,39,1170.569065554,6607,69,21272,1813401,354911,73297,158961,32087,236.96088,5057.498446454,41404,70514,109970,333529,4238,412359,1110833,27879,3649.9685009,854778,74,68.19,82.35,99.88,NA
2019-2020,Nov,18,MAHARASHTRA,1823,AKOLA,1180801,192.487867275487,27,2009,548.8349182,8878,35,17785,833305,169145,34627,37531,7791,102.02402,2254.8699606,30014,44156,73217,173254,1262,217383,455344,26663,1604.0110224,312688,84,78.52,57.54,99.98,NA
2019-2020,Nov,18,MAHARASHTRA,1824,AMRAVATI,5974795,202.530039670754,54,688,1678.213431685,19386,13,41305,4154950,570103,53686,1128283,130224,613.72262,10706.957934985,76404,145688,157625,478679,12027,352645,895086,60691,8415.0218833,1427983,78,69.08,81.51,117.9,NA
2019-2020,Nov,18,MAHARASHTRA,1827,NAGPUR,1481766,198.204791035121,39,250,340.796758641,6488,32,7894,1211974,230323,33081,150701,27332,199.52707,2942.514362741,30446,42630,80367,197015,2709,188586,408267,14382,2402.1905341,386131,74,46.17,77.91,100.02,NA
2019-2020,Nov,18,MAHARASHTRA,1834,HINGOLI,1310393,213.169784610376,35,22,1584.52422898,1762,14,9149,964624,192234,41037,210471,38982,176.87496,3817.68609208,26964,46087,62366,178631,1505,165264,428393,10911,2056.2869031,393745,78,83.82,94.26,100.23,NA
2019-2020,Nov,18,MAHARASHTRA,1835,PALGHAR,1529871,212.153366949688,31,220,409.108687157,6639,38,24796,1053158,4634,1441,982718,291727,236.2797,2879.698543457,33169,64228,88244,318427,1762,214016,601660,31435,2234.3101563,529633,72,50.96,60.09,99.96,NA
2019-2020,Dec,18,MAHARASHTRA,1808,JALGAON,1731672,202.682229270222,28,117,1677.432123212,12558,82,22611,1095031,119567,32642,125575,39212,313.29037,4210.155735212,38430,61806,132677,342315,1165,425314,930571,35169,2219.433242,390706,80,85.91,46.91,100.18,NA
2019-2020,Dec,18,MAHARASHTRA,1811,SATARA,765847,200.214909147427,30,148,316.821009975,4682,16,13044,495418,64730,16407,4713,1060,92.08193,1400.803638575,16458,27207,63161,142414,709,293313,579062,17726,991.9006986,231254,85,62.02,48.37,100.56,NA
2019-2020,Dec,18,MAHARASHTRA,1814,KOLHAPUR,369962,197.559384097276,23,32,80.747900746,3135,180,6601,273777,88752,26956,597,417,72.81004,694.430095746,11486,21156,38488,94501,135,232860,442437,9736,540.872155,120126,94,87.13,23.87,100.25,NA
2019-2020,Dec,18,MAHARASHTRA,1830,GADCHIROLI,2770501,200.407780387432,25,329,1002.331915961,8988,8,11677,1365400,218924,43051,522105,181126,293.53702,4032.236769371,54075,105855,122225,408849,986,184306,561945,20665,2736.36783341,658986,65,73.23,63.87,103.67,NA
2019-2020,March,18,MAHARASHTRA,1804,RATNAGIRI,1206552,215.06170641765,35,201,708.995322,5463,20,24908,1129993,89133,11036,6612,1183,274.93167,3414.1092202,32063,59326,51802,123923,1979,173917,356140,30371,2430.1822282,520042,80,94.66,87.45,107.33,NA
2019-2020,March,18,MAHARASHTRA,1813,SOLAPUR,637573,209.332076057935,37,58,234.41252992,5087,5,9104,800758,85257,17185,13807,1974,176.97717,2087.63304552,21475,36338,44693,104335,1571,368667,693739,14191,1676.2433456,311864,95,90.48,65.61,100.44,NA
2019-2020,March,18,MAHARASHTRA,1817,PARBHANI,1275138,216.788501410683,35,56,1126.70913988,5657,85,13101,845335,82880,19775,6974,1570,214.24739,3173.54560828,24116,43287,66849,181406,1413,237705,561824,18758,1832.5890784,315468,86,72.81,86.2,102.94,NA
2019-2020,March,18,MAHARASHTRA,1818,BEED,3249556,218.926121164077,65,117,2714.6383076,10741,152,20476,3032549,78341,13671,8010,1713,375.24275,9728.9229557,46584,119566,119735,361311,8435,375870,986628,31217,6639.0418981,1301624,54,89.98,91.88,103.44,NA
2019-2020,March,18,MAHARASHTRA,1830,GADCHIROLI,4262309,204.100000343441,30,408,1075.529271261,10946,5,13070,2128459,307638,42975,939443,180892,365.931,5785.645097571,70007,146212,122467,408505,2281,185464,563111,24016,4344.18482631,1020154,66,80.08,68.14,102.97,NA
2019-2020,July,18,MAHARASHTRA,1803,RAIGAD,115888,204.475849043405,24,9,61.8105619,431,281,5021,57182,3615,1989,15334,9066,4.67746,183.4114019,2306,4175,16598,39280,100,111274,224964,5452,116.92338,28096,18,43.77,82.71,113.85,NA
2019-2020,July,18,MAHARASHTRA,1804,RATNAGIRI,482621,212.180928261495,17,99,255.63912,1725,86,25842,281397,33362,10839,1663,1141,61.44169,914.1515767,15720,28207,50147,120388,140,169875,348223,27567,597.0707667,130604,78,93.01,81.29,115.86,NA
2019-2020,July,18,MAHARASHTRA,1805,SINDHUDURG,267571,187.621838980966,19,116,108.502784365,978,32,18166,178836,11805,3801,777,275,24.63982,468.677996325,9365,15820,32702,75264,74,89252,177007,19144,335.53539196,73841,27,47.12,58.98,112.99,NA
2019-2020,July,18,MAHARASHTRA,1808,JALGAON,1065644,201.579034428493,24,55,880.132019861,4872,162,25847,648155,66865,32539,66958,39125,103.39457,2290.071180461,26253,41974,131835,340925,423,420945,923943,30719,1306.5445906,236005,77,85.28,55.79,99.97,NA
2019-2020,July,18,MAHARASHTRA,1809,AHMEDNAGAR,1156676,218.913347248971,29,85,518.748295561,6469,166,25652,981869,89410,39492,36712,21536,59.31734,2727.507929061,33071,54455,134577,395166,1320,632602,1660848,32121,2149.4422935,531258,75,51.62,54.2,100.85,NA
2019-2020,July,18,MAHARASHTRA,1812,SANGLI,374338,188.831937753603,27,25,365.6139689,1020,168,9863,297463,21069,8924,532,344,18.77695,946.0960659,10700,16536,53565,115876,330,216562,415729,10883,561.705147,122629,81,52.01,53.56,105.66,NA
2019-2020,July,18,MAHARASHTRA,1821,LATUR,974363,204.742727186897,28,33,302.403247857,3416,62,14247,466037,119948,60057,5063,4065,36.0305,1292.610611357,16489,28382,87697,249329,639,240510,611214,17663,954.1768635,203709,70,74.57,61.24,100.05,NA
